asset,entry_ts,entry_price,direction,take_profit,stop_loss,position_usd,leverage,confidence,rr_ratio,power_setup,max_hold_bar,exit_ts,exit_price,outcome,pnl_usd,fold
FIL,2025-12-28 06:00:00+00:00,1.349,-1.0,1.296345050496011,1.3640356377393401,4368.338192876738,3.0,0.982662558555603,3.502,True,2026-01-02 10:00:00+00:00,2025-12-28 07:00:00+00:00,1.3640356377393401,sl,-54.367313031776355,8
FIL,2025-12-28 07:00:00+00:00,1.367,-1.0,1.3098429544417665,1.3833212127133359,4317.368836909447,3.0,0.9773715734481812,3.502,True,2026-01-02 11:00:00+00:00,2025-12-28 21:00:00+00:00,1.3098429544417665,tp,176.2005882244885,8
APT,2025-12-29 05:00:00+00:00,1.786,-1.0,1.7266897780679977,1.8029360529182903,2390.697007130616,2.0,0.9012236595153809,3.502,False,2026-01-03 09:00:00+00:00,2025-12-29 09:00:00+00:00,1.7266897780679977,tp,77.00055162953821,8
ICP,2025-12-31 16:00:00+00:00,2.708,-1.0,2.5948112964509567,2.7403210706454115,3416.0586791419473,3.0,0.9808237552642822,3.502,True,2026-01-05 20:00:00+00:00,2025-12-31 20:00:00+00:00,2.7403210706454115,sl,-45.21291243407265,8
POL,2025-12-31 16:00:00+00:00,0.1005,-1.0,0.09834682362623094,0.10111484020495444,4554.744905522596,3.0,0.9975863695144653,3.502,True,2026-01-05 20:00:00+00:00,2025-12-31 21:00:00+00:00,0.10111484020495444,sl,-33.786245901822916,8
ATOM,2025-12-31 16:00:00+00:00,1.93,-1.0,1.8924172851123944,1.940731756304659,4554.744905522596,3.0,0.9978843331336975,3.502,True,2026-01-05 20:00:00+00:00,2026-01-01 09:00:00+00:00,1.940731756304659,sl,-31.247806903581626,8
POL,2026-01-01 03:00:00+00:00,0.0992,-1.0,0.09663576268214775,0.09993221878953663,4480.683194582694,3.0,0.964611291885376,3.502,True,2026-01-06 07:00:00+00:00,2026-01-01 10:00:00+00:00,0.09993221878953663,sl,-38.897876308547154,8
FIL,2026-01-01 13:00:00+00:00,1.395,-1.0,1.3523279591380313,1.407185014970915,2354.6248621713726,2.0,0.9079108834266663,3.502,False,2026-01-06 17:00:00+00:00,2026-01-01 14:00:00+00:00,1.407185014970915,sl,-23.6281371928278,8
APT,2026-01-01 14:00:00+00:00,1.759,-1.0,1.7167194457514436,1.7710732258427415,4392.770237953047,3.0,0.9864534735679626,3.502,True,2026-01-06 18:00:00+00:00,2026-01-01 15:00:00+00:00,1.7710732258427415,sl,-35.8612023088165,8
APT,2026-01-01 15:00:00+00:00,1.778,-1.0,1.7331747827642623,1.7907998551758695,4359.150360788532,3.0,0.9960846900939941,3.502,True,2026-01-06 19:00:00+00:00,2026-01-01 16:00:00+00:00,1.7907998551758695,sl,-37.04850025413887,8
