asset,entry_ts,entry_price,direction,take_profit,stop_loss,position_usd,leverage,confidence,rr_ratio,max_hold_bar,exit_ts,exit_price,outcome,pnl_usd,fold
LINK,2025-12-29 00:00:00+00:00,12.94,-1.0,12.35109606808228,13.083151777218399,4753.986949789233,2.0,0.9089736938476562,4.11,2026-01-03 04:00:00+00:00,2025-12-29 12:00:00+00:00,12.35109606808228,tp,211.60162410248344,1
FIL,2025-12-28 07:00:00+00:00,1.367,-1.0,1.2953500216166773,1.384416799561572,2376.9934748946166,1.0,0.8335486054420471,4.11,2026-01-02 11:00:00+00:00,2025-12-30 00:00:00+00:00,1.2953500216166773,tp,122.2108127383448,1
FIL,2025-12-30 00:00:00+00:00,1.293,-1.0,1.2056459167655382,1.3142341802873958,7548.64091334188,3.0,0.9315723776817322,4.11,2026-01-04 04:00:00+00:00,2025-12-30 08:00:00+00:00,1.3142341802873958,sl,-133.78013348024015,1
UNI,2025-12-28 04:00:00+00:00,6.33,-1.0,5.807347760423024,6.45704720228133,7130.98042468385,3.0,0.9425175786018372,4.11,2026-01-02 08:00:00+00:00,2025-12-31 16:00:00+00:00,5.807347760423024,tp,581.6562058850459,1
APT,2025-12-31 16:00:00+00:00,1.66,-1.0,1.5898222814464718,1.6770589201185258,5256.365311763657,2.0,0.898059606552124,4.11,2026-01-05 20:00:00+00:00,2026-01-01 05:00:00+00:00,1.6770589201185258,sl,-60.85009175298334,1
ARB,2025-12-31 16:00:00+00:00,0.1854,-1.0,0.1744316642680325,0.1880662018506927,5256.365311763657,2.0,0.8725196123123169,4.11,2026-01-05 20:00:00+00:00,2026-01-01 08:00:00+00:00,0.1880662018506927,sl,-82.42405657811433,1
DOT,2025-12-31 16:00:00+00:00,1.781,-1.0,1.7233364899997232,1.7950169448526347,2628.1826558818284,1.0,0.846652626991272,4.11,2026-01-05 20:00:00+00:00,2026-01-01 09:00:00+00:00,1.7950169448526347,sl,-24.101135684059585,1
UNI,2025-12-31 20:00:00+00:00,5.64,-1.0,5.28346774455148,5.726666471790972,7884.547967645485,3.0,0.9688090085983276,4.11,2026-01-06 00:00:00+00:00,2026-01-01 12:00:00+00:00,5.726666471790972,sl,-131.4069964044849,1
ATOM,2026-01-01 14:00:00+00:00,1.988,-1.0,1.9507027509785444,1.9970662792238318,2553.487085776918,1.0,0.8450732827186584,4.11,2026-01-06 18:00:00+00:00,2026-01-01 15:00:00+00:00,1.9970662792238318,sl,-14.96471777594773,1
ATOM,2026-01-01 15:00:00+00:00,2.011,-1.0,1.9678137116593672,2.021497796996016,5099.491812665862,2.0,0.8680275678634644,4.11,2026-01-06 19:00:00+00:00,2026-01-01 17:00:00+00:00,2.021497796996016,sl,-33.2496426047058,1
APT,2026-01-01 17:00:00+00:00,1.824,-1.0,1.7565214244677612,1.840402807806275,2541.4334956817547,1.0,0.8176815509796143,4.11,2026-01-06 21:00:00+00:00,2026-01-01 18:00:00+00:00,1.840402807806275,sl,-26.158383929308144,1
DOT,2026-01-01 19:00:00+00:00,2.002,1.0,2.0842011738301816,1.9820183977632648,2534.8938996994275,1.0,0.8278332948684692,4.11,2026-01-06 23:00:00+00:00,2026-01-02 08:00:00+00:00,1.9820183977632648,sl,-28.59568255718162,1
AVAX,2026-01-01 16:00:00+00:00,13.55,-1.0,12.76970229020902,13.73967610481438,5099.491812665862,2.0,0.9054179787635803,4.11,2026-01-06 20:00:00+00:00,2026-01-02 20:00:00+00:00,13.73967610481438,sl,-78.01323187006575,1
DOT,2026-01-02 19:00:00+00:00,2.113,-1.0,2.0096964352761004,2.1381112075870607,2527.744979060132,1.0,0.8466715216636658,4.11,2026-01-07 23:00:00+00:00,2026-01-02 23:00:00+00:00,2.1381112075870607,sl,-33.326167335215246,1
OP,2026-01-01 16:00:00+00:00,0.2923,1.0,0.3141875961362752,0.28697952561338286,2549.745906332931,1.0,0.8392892479896545,4.11,2026-01-06 20:00:00+00:00,2026-01-04 00:00:00+00:00,0.3141875961362752,tp,188.3767291122652,1
ARB,2026-01-01 20:00:00+00:00,0.2011,1.0,0.21376143453623095,0.19802223678980443,5069.787799398855,2.0,0.8882208466529846,4.11,2026-01-07 00:00:00+00:00,2026-01-04 12:00:00+00:00,0.21376143453623095,tp,314.1285529995616,1
OP,2026-01-04 00:00:00+00:00,0.3148,-1.0,0.2927651778807453,0.3201562623309218,7641.012934610635,3.0,0.9647742509841919,4.11,2026-01-09 04:00:00+00:00,2026-01-04 12:00:00+00:00,0.3201562623309218,sl,-139.94370357401894,1
ADA,2026-01-03 00:00:00+00:00,0.3984,-1.0,0.36517600317430865,0.4064761460980713,2499.910129258812,1.0,0.8445518016815186,4.11,2026-01-08 04:00:00+00:00,2026-01-05 12:00:00+00:00,0.4064761460980713,sl,-53.9266889811453,1
