asset,entry_ts,entry_price,direction,take_profit,stop_loss,position_usd,leverage,confidence,entry_confidence,breakeven_activated,rr_ratio,max_hold_bar,exit_ts,exit_price,outcome,pnl_usd,fold
ADA,2024-11-15 20:00:00+00:00,0.6993205547332764,-1.0,0.5175254948139191,0.7216667228128228,2500.0,2.0,0.9158570170402527,0.9158570170402527,False,8.14,2024-11-21 00:00:00+00:00,2024-11-16 00:00:00+00:00,0.7034739255905151,mss_invalidation,-18.097879234805564,1
TRX,2024-11-16 08:00:00+00:00,0.19806846976280212,-1.0,0.17416071987152099,0.20100719976850917,6227.377650956492,5.0,0.9775225520133972,0.9775225520133972,False,8.14,2024-11-21 12:00:00+00:00,2024-11-16 16:00:00+00:00,0.20100719976850917,sl,-100.49081963484419,1
SUI,2024-11-16 00:00:00+00:00,3.8524248600006104,-1.0,2.927023724555969,3.9661747568505152,3736.4265905738957,3.0,0.9288642406463623,0.9288642406463623,False,8.14,2024-11-21 04:00:00+00:00,2024-11-21 04:00:00+00:00,3.5232067108154297,time,315.5688139832391,1
LINK,2024-11-18 12:00:00+00:00,15.158904075622559,-1.0,12.195677326202393,15.523142592498234,2440.705650565175,2.0,0.9140449166297913,0.9140449166297913,False,8.14,2024-11-23 16:00:00+00:00,2024-11-22 20:00:00+00:00,15.264217376708984,mss_invalidation,-20.129207045770624,1
AVAX,2024-11-22 20:00:00+00:00,43.03418731689453,-1.0,34.12603108215332,44.12917392757961,2588.4254540339093,2.0,0.9007288217544556,0.9007288217544556,False,8.14,2024-11-28 00:00:00+00:00,2024-11-23 00:00:00+00:00,43.07826614379883,mss_invalidation,-6.016211651324077,1
AVAX,2024-11-23 00:00:00+00:00,43.82176208496094,-1.0,34.72199592590332,44.94030130250113,3878.126022312371,3.0,0.9359114766120911,0.9359114766120911,False,8.14,2024-11-28 04:00:00+00:00,2024-11-25 04:00:00+00:00,44.94030130250113,sl,-104.02973409266237,1
UNI,2024-11-25 04:00:00+00:00,11.51230525970459,-1.0,8.712875244140625,11.856409954752241,2533.402481161916,2.0,0.9053775072097778,0.9053775072097778,False,8.14,2024-11-30 08:00:00+00:00,2024-11-25 08:00:00+00:00,11.509345054626465,mss_invalidation,-2.6419993168760167,1
UNI,2024-11-25 08:00:00+00:00,11.815825462341309,-1.0,9.032994876861572,12.157889762810298,2532.0814815034782,2.0,0.9166886806488037,0.9166886806488037,False,8.14,2024-11-30 12:00:00+00:00,2024-11-25 12:00:00+00:00,11.816547393798828,mss_invalidation,-3.446412787555184,1
SUI,2024-11-26 08:00:00+00:00,3.0469741821289062,-1.0,2.3341224288940428,3.134597603252956,2530.3582751097006,2.0,0.8791660070419312,0.8791660070419312,False,8.14,2024-12-01 12:00:00+00:00,2024-11-26 12:00:00+00:00,3.134597603252956,sl,-76.05629457919416,1
FIL,2024-11-29 12:00:00+00:00,6.014115810394287,-1.0,4.976229244232178,6.141692366463797,1246.1650639100517,1.0,0.8064513802528381,0.8064513802528381,False,8.14,2024-12-04 16:00:00+00:00,2024-11-29 20:00:00+00:00,6.036802291870117,mss_invalidation,-6.320805444037329,1
FIL,2024-11-30 12:00:00+00:00,6.640239238739014,-1.0,5.623130937576294,6.765261739696776,2489.1697250980847,2.0,0.864136815071106,0.864136815071106,False,8.14,2024-12-05 16:00:00+00:00,2024-11-30 16:00:00+00:00,6.636902809143066,mss_invalidation,-1.9852217985704572,1
